source_id,target_id,type,relation,polarity,stance_score,intensity,relation_subtype,evidence,confidence,article_id,segment_id
segment:ef8f22dc7f4e,entity:df087a92a747,MENTIONS,MENTIONS,neutral,0,0,,就我与我之异性之关系……男尊女卑主义,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0000
segment:ef8f22dc7f4e,entity:99a0ea9a736c,MENTIONS,MENTIONS,neutral,0,0,,就我与我之异性之关系……男女平等主义,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0000
segment:ef8f22dc7f4e,entity:da783f2490df,MENTIONS,MENTIONS,neutral,0,0,,就我对于社会制度之激渐态度……守旧主义,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0000
segment:ef8f22dc7f4e,entity:4646cc7d8eec,MENTIONS,MENTIONS,neutral,0,0,,就我对于社会制度之激渐态度……维新主义,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0000
segment:415dc57d331f,entity:0b9ca4f7e87d,MENTIONS,MENTIONS,neutral,0,0,,原文讨论个人与社会的关系,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:b544d2512dab,MENTIONS,MENTIONS,neutral,0,0,,原文讨论国家主义与世界主义之争,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:67821481a750,MENTIONS,MENTIONS,neutral,0,0,,原文强调人生观对文化转移的重要性,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:ae2bd354619d,MENTIONS,MENTIONS,neutral,0,0,,原文提及国中竟言新文化,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:4faf5bb5051b,MENTIONS,MENTIONS,neutral,0,0,,原文提及西洋之文化,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:6138a632241d,MENTIONS,MENTIONS,neutral,0,0,,原文提及吾有吾之文化,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:706a0a8ae93d,MENTIONS,MENTIONS,neutral,0,0,,原文提及教育过于一律,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:212d6e4ae5ac,MENTIONS,MENTIONS,neutral,0,0,,原文提及政治取决于多数,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:08d92846f709,MENTIONS,MENTIONS,neutral,0,0,,原文提及生计组织过于集中,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:ca0c9f528953,MENTIONS,MENTIONS,neutral,0,0,,原文提及国货说,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:415dc57d331f,entity:11cefd0a53ca,MENTIONS,MENTIONS,neutral,0,0,,原文提及收回权利说,,张君劢_000_e090c0d2,张君劢_000_e090c0d2_s0008
segment:d4288647aea6,entity:83540477fc86,MENTIONS,MENTIONS,neutral,0,0,,原文提及达尔文曰,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:3413cd6cadc2,MENTIONS,MENTIONS,neutral,0,0,,原文提及拉马克曰,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:e53b663e68e9,MENTIONS,MENTIONS,neutral,0,0,,原文提及牛顿曰,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:98cdc8ad723a,MENTIONS,MENTIONS,neutral,0,0,,原文提及爱因斯坦曰,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:1fd109f7e57b,MENTIONS,MENTIONS,neutral,0,0,,原文提及休谟,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:e6ab89987725,MENTIONS,MENTIONS,neutral,0,0,,原文提及洛克,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:43c388682881,MENTIONS,MENTIONS,neutral,0,0,,原文提及康德曰,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:9bf844aa5d4d,MENTIONS,MENTIONS,neutral,0,0,,原文提及马哈,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:4f5cba6c1ef0,MENTIONS,MENTIONS,neutral,0,0,,原文提及詹姆士,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:652ba4fce8a6,MENTIONS,MENTIONS,neutral,0,0,,原文提及皮尔逊,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:f0d346a8497f,MENTIONS,MENTIONS,neutral,0,0,,原文提及罗杰司,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:00bca7507ba2,MENTIONS,MENTIONS,neutral,0,0,,原文提及在君,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:c894a3cbd118,MENTIONS,MENTIONS,neutral,0,0,,原文提及感觉主义,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:f67ed83a177a,MENTIONS,MENTIONS,neutral,0,0,,原文提及时空问题,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:b2ea046d9c3d,MENTIONS,MENTIONS,neutral,0,0,,原文提及知识论,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:a18c91a58943,MENTIONS,MENTIONS,neutral,0,0,,原文提及唯觉主义,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:be19d4227ff5,MENTIONS,MENTIONS,neutral,0,0,,原文提及中央电话交换所,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:d4288647aea6,entity:de6f61d11548,MENTIONS,MENTIONS,neutral,0,0,,原文提及接线生,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0007
segment:de771ef9f688,entity:f39615af95e5,MENTIONS,MENTIONS,neutral,0,0,,原文提到托氏,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:b2c3f0810230,MENTIONS,MENTIONS,neutral,0,0,,原文提到兰克司德,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:00bca7507ba2,MENTIONS,MENTIONS,neutral,0,0,,原文提到在君,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:8125741c36f7,MENTIONS,MENTIONS,neutral,0,0,,原文提到伽利略,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:fc4b3a5578c0,MENTIONS,MENTIONS,neutral,0,0,,原文提到罗马教,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:d0a13b8fc27c,MENTIONS,MENTIONS,neutral,0,0,,原文核心概念,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:25a150305a7a,MENTIONS,MENTIONS,neutral,0,0,,原文核心概念,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:2a0f786abb36,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:4202f4d859c9,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:dd40dffecb96,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:011e6047dbe1,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:8fcc9aff32fd,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:0ec405beb40c,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:d3eb7904762a,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:49115ba2efd9,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:15687573996f,MENTIONS,MENTIONS,neutral,0,0,,原文提到丁文江的文章,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:591d96e8475c,MENTIONS,MENTIONS,neutral,0,0,,原文引用,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:a3eae738f3cd,MENTIONS,MENTIONS,neutral,0,0,,原文定义玄学,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:44403f26c05e,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:f4394367d0e3,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:5dcc479fd511,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:de771ef9f688,entity:768586eee2a4,MENTIONS,MENTIONS,neutral,0,0,,原文提到,,张君劢_001_688ab8ae,张君劢_001_688ab8ae_s0015
segment:9b338505de00,entity:00bca7507ba2,MENTIONS,MENTIONS,neutral,0,0,,文本中提及'在君'，即丁文江,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:0a5d9170d332,MENTIONS,MENTIONS,neutral,0,0,,文本中多次讨论科学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:ab5f008cd73e,MENTIONS,MENTIONS,neutral,0,0,,文本中提及玄学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:a20f0a2d2842,MENTIONS,MENTIONS,neutral,0,0,,文本中讨论物质科学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:36c98fff1f00,MENTIONS,MENTIONS,neutral,0,0,,文本中讨论精神科学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:81cba6ed8e81,MENTIONS,MENTIONS,neutral,0,0,,文本中提及数学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:336646c6774f,MENTIONS,MENTIONS,neutral,0,0,,文本中提及物理学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:5fe364970bdb,MENTIONS,MENTIONS,neutral,0,0,,文本中提及生计学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:ea6b6391cdf0,MENTIONS,MENTIONS,neutral,0,0,,文本中提及统计学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:3d985aa80250,MENTIONS,MENTIONS,neutral,0,0,,文本中提及生物学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:c8b98890c241,MENTIONS,MENTIONS,neutral,0,0,,文本中提及心理学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:5088a3d6b149,MENTIONS,MENTIONS,neutral,0,0,,文本中提及社会学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:baf0f7da521d,MENTIONS,MENTIONS,neutral,0,0,,文本中提及星占学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:a9b978f378ae,MENTIONS,MENTIONS,neutral,0,0,,文本中提及天文学,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:95910e1f863f,MENTIONS,MENTIONS,neutral,0,0,,文本中提及上帝造种,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:0123b6c66858,MENTIONS,MENTIONS,neutral,0,0,,文本中提及天演论,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:9b338505de00,entity:67821481a750,MENTIONS,MENTIONS,neutral,0,0,,文本中提及人生观,,张君劢_002_c870d202,张君劢_002_c870d202_s0002
segment:f5a7c4e0e208,entity:3413cd6cadc2,MENTIONS,MENTIONS,neutral,0,0,,文本中提及拉马克的自觉的努力之说,,张君劢_002_c870d202,张君劢_002_c870d202_s0010
segment:f5a7c4e0e208,entity:83540477fc86,MENTIONS,MENTIONS,neutral,0,0,,文本中提及达尔文的环境说,,张君劢_002_c870d202,张君劢_002_c870d202_s0010
segment:f5a7c4e0e208,entity:b1ec3a844bd7,MENTIONS,MENTIONS,neutral,0,0,,文本中提及杜里舒氏发见细胞之协和平等可能系,,张君劢_002_c870d202,张君劢_002_c870d202_s0010
segment:f5a7c4e0e208,entity:a685e483af6a,MENTIONS,MENTIONS,neutral,0,0,,文本中提及英国第一流之生物学家托摩生,,张君劢_002_c870d202,张君劢_002_c870d202_s0010
segment:f5a7c4e0e208,entity:c2167b423786,MENTIONS,MENTIONS,neutral,0,0,,文本中提及柏氏心理万变与真时间之说,,张君劢_002_c870d202,张君劢_002_c870d202_s0010
segment:f5a7c4e0e208,entity:b46671ad0af0,MENTIONS,MENTIONS,neutral,0,0,,文本中解释为生命构成不可知之代名词,,张君劢_002_c870d202,张君劢_002_c870d202_s0010
segment:f5a7c4e0e208,entity:9c5900183230,MENTIONS,MENTIONS,neutral,0,0,,文本中多次提及进化论的根本概念,,张君劢_002_c870d202,张君劢_002_c870d202_s0010
segment:f5a7c4e0e208,entity:710c2241e1b9,MENTIONS,MENTIONS,neutral,0,0,,文本中提及杜里舒发见细胞之协和平等可能系,,张君劢_002_c870d202,张君劢_002_c870d202_s0010
segment:3c8adf873079,entity:94950f0b588f,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,张君劢_002_c870d202,张君劢_002_c870d202_s0018
segment:3c8adf873079,entity:c2167b423786,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,张君劢_002_c870d202,张君劢_002_c870d202_s0018
segment:3c8adf873079,entity:dc4cd08803b6,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,张君劢_002_c870d202,张君劢_002_c870d202_s0018
segment:3c8adf873079,entity:1bcdd1df7672,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,张君劢_002_c870d202,张君劢_002_c870d202_s0018
segment:3c8adf873079,entity:8b65e8a41714,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,张君劢_002_c870d202,张君劢_002_c870d202_s0018
segment:3c8adf873079,entity:0f6598dc9b03,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,张君劢_002_c870d202,张君劢_002_c870d202_s0018
segment:3c8adf873079,entity:256b4ebda418,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,张君劢_002_c870d202,张君劢_002_c870d202_s0018
segment:3c8adf873079,entity:16b3ec84798e,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,张君劢_002_c870d202,张君劢_002_c870d202_s0018
segment:0599444ccac4,entity:bc4f706b7df7,MENTIONS,MENTIONS,neutral,0,0,,十九世纪之初，科学的信仰，如日中天，故赫胥黎辈毅然与宗教家抗,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:cde8ef8f9e9a,MENTIONS,MENTIONS,neutral,0,0,,十九世纪之初，科学的信仰，如日中天,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:62bb884ce8a3,MENTIONS,MENTIONS,neutral,0,0,,赫胥黎辈毅然与宗教家抗,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:1775639cb58b,MENTIONS,MENTIONS,neutral,0,0,,要求以自然科学加入学校科目中,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:abcca0981ebf,MENTIONS,MENTIONS,neutral,0,0,,学科中应加超官觉超自然之条目,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:b3d38f4462f9,MENTIONS,MENTIONS,neutral,0,0,,学科中应增加艺术上之训练,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:6bfb0534d798,MENTIONS,MENTIONS,neutral,0,0,,学科中应发扬人类自由意志之大义,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:ae8ff638a4ef,MENTIONS,MENTIONS,neutral,0,0,,是玄学教育也,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:390ed69ed7fe,MENTIONS,MENTIONS,neutral,0,0,,形上界云云,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:1078d537183c,MENTIONS,MENTIONS,neutral,0,0,,在欧洲常以之与罗马教、耶稣教相混,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:ef316316ee28,MENTIONS,MENTIONS,neutral,0,0,,在欧洲常以之与罗马教、耶稣教相混,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:28e226f87f36,MENTIONS,MENTIONS,neutral,0,0,,世界之社会革命党已行之而大奏功,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:0599444ccac4,entity:76274145afb2,MENTIONS,MENTIONS,neutral,0,0,,德俄两帝国之推翻,,张君劢_002_c870d202,张君劢_002_c870d202_s0026
segment:6996b2084ad8,entity:a40fd6c96509,MENTIONS,MENTIONS,neutral,0,0,,主张社会主义之实行,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:1f3689555124,MENTIONS,MENTIONS,neutral,0,0,,以公道为根本,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:96d813425ced,MENTIONS,MENTIONS,neutral,0,0,,以人类之幸福为前提,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:07d2676aa789,MENTIONS,MENTIONS,neutral,0,0,,宁可牺牲富强,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:3db47a077a71,MENTIONS,MENTIONS,neutral,0,0,,十九世纪以来急切之功利论,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:e7dd0c776a1b,MENTIONS,MENTIONS,neutral,0,0,,寡均贫安状态下,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:c67a9b3c8df4,MENTIONS,MENTIONS,neutral,0,0,,心性之学与考据之学,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:b5f9df7e3f4e,MENTIONS,MENTIONS,neutral,0,0,,心性之学与考据之学,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:8193a7f034ae,MENTIONS,MENTIONS,neutral,0,0,,现代欧洲文明之特征三：曰国家主义,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:f1afbda3c9ac,MENTIONS,MENTIONS,neutral,0,0,,曰工商政策,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:32373b7065a2,MENTIONS,MENTIONS,neutral,0,0,,曰自然界之智识,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:deb181f7becb,MENTIONS,MENTIONS,neutral,0,0,,苟明人生之意义,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:197a2907607b,MENTIONS,MENTIONS,neutral,0,0,,孟子曰,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:6996b2084ad8,entity:60acf0229e59,MENTIONS,MENTIONS,neutral,0,0,,现代欧洲文明之特征,,张君劢_002_c870d202,张君劢_002_c870d202_s0034
segment:a8fdf67b8f52,entity:00bca7507ba2,MENTIONS,MENTIONS,neutral,0,0,,在君亦有说曰,,张君劢_002_c870d202,张君劢_002_c870d202_s0042
segment:a8fdf67b8f52,entity:8dcd650630db,MENTIONS,MENTIONS,neutral,0,0,,引管子‘衣食足而后知礼节’,,张君劢_002_c870d202,张君劢_002_c870d202_s0042
segment:a8fdf67b8f52,entity:ce578d361101,MENTIONS,MENTIONS,neutral,0,0,,试以美国煤油大王之资财,,张君劢_002_c870d202,张君劢_002_c870d202_s0042
segment:a8fdf67b8f52,entity:a9c67254a743,MENTIONS,MENTIONS,neutral,0,0,,畀之今之军阀与政府,,张君劢_002_c870d202,张君劢_002_c870d202_s0042
segment:a8fdf67b8f52,entity:661393ef959c,MENTIONS,MENTIONS,neutral,0,0,,英伦、法兰西、日本三国家银行,,张君劢_002_c870d202,张君劢_002_c870d202_s0042
segment:a8fdf67b8f52,entity:f6d565239bf5,MENTIONS,MENTIONS,neutral,0,0,,英伦、法兰西、日本三国家银行,,张君劢_002_c870d202,张君劢_002_c870d202_s0042
